PO_ID,Supplier_ID,SKU,Order_Qty,Received_Qty,Lead_Time,Delay_Days
PO008734,SUP017,SKU0669,278,259,14,3
PO008735,SUP014,SKU0206,366,360,5,2
PO008736,SUP009,SKU0530,231,217,14,5
PO008737,SUP007,SKU0356,251,236,11,7
PO008738,SUP030,SKU0629,500,487,7,5
PO008739,SUP030,SKU0424,176,174,8,1
PO008740,SUP026,SKU0730,47,41,12,6
PO008741,SUP016,SKU0163,438,429,3,8
PO008742,SUP010,SKU0439,167,148,14,0
PO008743,SUP013,SKU0637,175,163,7,7
PO008744,SUP013,SKU0598,78,59,5,2
PO008745,SUP025,SKU0269,406,389,7,8
PO008746,SUP027,SKU0217,377,375,6,0
PO008747,SUP013,SKU0679,367,364,7,5
PO008748,SUP006,SKU0540,209,197,6,3
PO008749,SUP013,SKU0361,164,159,6,4
PO008750,SUP026,SKU0868,344,334,12,3
PO008751,SUP022,SKU0783,99,80,6,1
PO008752,SUP024,SKU0272,305,291,2,4
PO008753,SUP023,SKU0895,202,196,6,0
PO008754,SUP023,SKU0065,433,415,5,0
PO008755,SUP002,SKU0739,288,271,3,2
PO008756,SUP026,SKU0661,213,209,4,2
PO008757,SUP022,SKU0749,344,335,8,4
PO008758,SUP026,SKU0369,175,159,3,6
PO008759,SUP025,SKU0515,384,364,2,5
PO008760,SUP027,SKU0313,177,173,9,4
PO008761,SUP005,SKU0446,322,307,3,6
PO008762,SUP029,SKU0733,421,419,10,7
PO008763,SUP001,SKU0920,200,192,9,3
PO008764,SUP005,SKU0777,130,122,10,4
PO008765,SUP013,SKU0008,304,301,3,4
PO008766,SUP014,SKU0056,479,471,6,5
PO008767,SUP014,SKU0888,481,471,2,5
PO008768,SUP001,SKU0637,142,125,12,8
PO008769,SUP013,SKU0630,100,84,7,7
PO008770,SUP028,SKU0110,441,439,12,3
PO008771,SUP019,SKU0969,375,375,8,1
PO008772,SUP014,SKU0575,471,468,9,7
PO008773,SUP023,SKU0198,243,229,8,8
PO008774,SUP021,SKU0591,490,479,12,6
PO008775,SUP022,SKU0645,195,184,12,5
PO008776,SUP004,SKU0713,79,65,5,5
PO008777,SUP027,SKU0141,476,464,6,2
PO008778,SUP005,SKU0756,72,65,14,2
PO008779,SUP023,SKU0104,54,39,5,5
PO008780,SUP011,SKU0124,414,403,7,4
PO008781,SUP028,SKU0810,135,126,2,1
PO008782,SUP004,SKU0487,462,459,13,6
PO008783,SUP025,SKU0674,91,87,11,8
PO008784,SUP012,SKU0152,359,343,13,8
PO008785,SUP029,SKU0095,200,191,11,6
PO008786,SUP018,SKU0006,378,369,3,7
PO008787,SUP008,SKU0299,134,115,8,3
PO008788,SUP008,SKU0165,313,293,2,1
PO008789,SUP029,SKU0029,287,286,11,6
PO008790,SUP014,SKU0247,310,297,8,8
PO008791,SUP028,SKU0848,151,135,7,0
PO008792,SUP015,SKU0417,128,118,3,5
PO008793,SUP003,SKU0984,97,77,8,4
PO008794,SUP011,SKU0899,104,104,4,7
PO008795,SUP003,SKU0795,69,59,9,5
PO008796,SUP001,SKU0027,500,496,12,5
PO008797,SUP024,SKU0874,213,203,4,1
PO008798,SUP024,SKU0878,422,421,5,0
PO008799,SUP025,SKU0764,475,462,8,2
PO008800,SUP018,SKU0966,475,456,5,4
PO008801,SUP013,SKU0070,193,185,12,3
PO008802,SUP008,SKU0078,304,294,13,1
PO008803,SUP029,SKU0799,285,267,3,7
PO008804,SUP001,SKU0507,159,151,7,6
PO008805,SUP028,SKU0603,376,359,3,3
PO008806,SUP001,SKU0267,240,223,4,7
PO008807,SUP003,SKU0178,102,93,7,0
PO008808,SUP006,SKU0454,303,294,7,2
PO008809,SUP018,SKU0531,263,258,7,7
PO008810,SUP025,SKU0537,115,110,10,2
PO008811,SUP015,SKU0311,360,341,7,8
PO008812,SUP027,SKU0107,461,445,13,6
PO008813,SUP020,SKU0834,358,357,4,6
PO008814,SUP016,SKU0037,83,68,11,0
PO008815,SUP024,SKU0923,160,145,7,6
PO008816,SUP006,SKU0801,473,468,9,2
PO008817,SUP003,SKU0834,30,24,10,0
PO008818,SUP003,SKU0758,52,37,4,5
PO008819,SUP026,SKU0881,30,30,13,1
PO008820,SUP006,SKU0655,246,233,5,5
PO008821,SUP017,SKU0422,312,306,4,6
PO008822,SUP015,SKU0206,497,493,10,6
PO008823,SUP012,SKU0009,369,355,12,1
PO008824,SUP016,SKU0286,223,220,8,0
PO008825,SUP013,SKU0007,277,260,9,1
PO008826,SUP023,SKU0086,260,249,10,5
PO008827,SUP002,SKU0225,164,144,9,5
PO008828,SUP011,SKU0186,46,26,12,7
PO008829,SUP015,SKU0407,178,161,8,5
PO008830,SUP014,SKU0331,24,17,8,5
PO008831,SUP022,SKU0575,293,280,11,2
PO008832,SUP016,SKU0044,334,321,5,2
PO008833,SUP009,SKU0863,94,82,9,4
PO008834,SUP021,SKU0893,427,426,13,3
PO008835,SUP023,SKU0926,32,30,6,8
PO008836,SUP023,SKU0059,54,52,11,1
PO008837,SUP028,SKU0936,86,70,4,2
PO008838,SUP009,SKU0592,94,84,11,2
PO008839,SUP026,SKU0525,267,251,10,8
PO008840,SUP026,SKU0023,437,427,8,0
PO008841,SUP001,SKU0126,180,175,6,0
PO008842,SUP025,SKU0976,363,355,3,8
PO008843,SUP027,SKU0910,413,404,14,8
PO008844,SUP027,SKU0496,357,342,12,8
PO008845,SUP003,SKU0267,21,17,5,0
PO008846,SUP020,SKU0637,252,249,2,5
PO008847,SUP011,SKU0324,170,169,5,8
PO008848,SUP026,SKU0201,280,264,11,6
PO008849,SUP018,SKU0363,84,74,14,6
PO008850,SUP021,SKU0985,235,227,11,6
PO008851,SUP010,SKU0019,122,113,8,7
PO008852,SUP008,SKU0385,185,170,5,6
PO008853,SUP015,SKU0785,412,399,10,5
PO008854,SUP021,SKU0940,428,419,4,5
PO008855,SUP028,SKU0423,162,155,8,3
PO008856,SUP028,SKU0370,391,375,6,6
PO008857,SUP004,SKU0329,244,225,3,2
PO008858,SUP029,SKU0878,25,23,2,7
PO008859,SUP013,SKU0497,284,272,6,6
PO008860,SUP006,SKU0727,317,305,14,6
PO008861,SUP028,SKU0600,437,426,11,4
PO008862,SUP023,SKU0984,170,151,12,0
PO008863,SUP009,SKU0271,24,12,9,6
PO008864,SUP008,SKU0741,231,211,5,3
PO008865,SUP001,SKU0645,457,442,6,0
PO008866,SUP013,SKU0406,51,43,5,8
PO008867,SUP026,SKU0004,269,266,9,1
PO008868,SUP024,SKU0425,401,381,4,2
PO008869,SUP024,SKU0113,225,207,2,1
PO008870,SUP029,SKU0829,148,141,5,8
PO008871,SUP011,SKU0067,334,319,14,8
PO008872,SUP019,SKU0964,430,419,7,1
PO008873,SUP029,SKU0160,323,312,2,0
PO008874,SUP011,SKU0286,465,448,9,4
PO008875,SUP017,SKU0917,399,396,9,0
PO008876,SUP030,SKU0976,249,229,6,0
PO008877,SUP024,SKU0375,188,175,11,3
PO008878,SUP006,SKU0893,75,64,10,0
PO008879,SUP001,SKU0233,86,67,13,7
PO008880,SUP017,SKU0478,254,248,12,7
PO008881,SUP028,SKU0227,37,28,2,8
PO008882,SUP019,SKU0055,385,381,2,6
PO008883,SUP030,SKU0371,398,389,4,7
PO008884,SUP019,SKU0022,180,169,7,7
PO008885,SUP002,SKU0004,183,163,10,7
PO008886,SUP026,SKU0144,337,329,9,1
PO008887,SUP003,SKU0145,346,330,3,5
PO008888,SUP029,SKU0486,215,196,4,8
PO008889,SUP001,SKU0423,36,24,14,0
PO008890,SUP030,SKU0228,179,171,5,5
PO008891,SUP009,SKU0695,142,125,2,1
PO008892,SUP027,SKU0816,248,238,14,4
PO008893,SUP024,SKU0879,368,349,4,6
PO008894,SUP030,SKU0534,230,210,11,0
PO008895,SUP014,SKU0064,495,478,11,1
PO008896,SUP010,SKU0607,393,392,8,0
PO008897,SUP001,SKU0377,342,337,7,6
PO008898,SUP002,SKU0863,374,363,12,5
PO008899,SUP026,SKU0439,180,178,9,8
PO008900,SUP022,SKU0378,436,420,4,8
PO008901,SUP014,SKU0557,91,74,8,5
PO008902,SUP016,SKU0959,289,283,11,8
PO008903,SUP029,SKU0821,147,143,14,4
PO008904,SUP025,SKU0819,115,99,5,2
PO008905,SUP004,SKU0315,308,300,13,8
PO008906,SUP017,SKU0468,173,160,10,7
PO008907,SUP002,SKU0836,339,323,9,8
PO008908,SUP008,SKU0660,423,422,8,7
PO008909,SUP029,SKU0692,352,338,13,6
PO008910,SUP001,SKU0206,254,243,11,1
PO008911,SUP004,SKU0451,38,29,13,0
PO008912,SUP022,SKU0627,302,290,13,3
PO008913,SUP016,SKU0474,328,309,7,7
PO008914,SUP004,SKU0621,31,14,14,7
PO008915,SUP008,SKU0213,66,58,10,7
PO008916,SUP022,SKU0252,160,155,5,3
PO008917,SUP014,SKU0850,398,396,8,0
PO008918,SUP022,SKU0391,489,473,3,3
PO008919,SUP001,SKU0424,492,484,10,7
PO008920,SUP022,SKU0305,153,146,12,5
PO008921,SUP012,SKU0313,360,356,7,3
PO008922,SUP027,SKU0616,413,401,10,0
PO008923,SUP023,SKU0259,272,262,13,3
PO008924,SUP010,SKU0114,180,162,4,5
PO008925,SUP019,SKU0987,105,101,4,3
PO008926,SUP011,SKU0708,487,470,4,0
PO008927,SUP027,SKU0242,402,390,5,2
PO008928,SUP018,SKU0087,419,412,12,5
PO008929,SUP019,SKU0882,421,417,11,1
PO008930,SUP013,SKU0573,128,122,11,2
PO008931,SUP010,SKU0667,211,203,12,5
PO008932,SUP028,SKU0066,467,450,12,7
PO008933,SUP013,SKU0970,132,132,3,4
PO008934,SUP001,SKU0331,306,297,11,6
PO008935,SUP026,SKU0050,495,491,2,0
PO008936,SUP020,SKU0632,413,397,3,2
PO008937,SUP018,SKU0726,491,471,7,0
PO008938,SUP024,SKU0343,40,25,5,2
PO008939,SUP006,SKU0715,481,480,2,6
PO008940,SUP022,SKU0544,95,84,12,2
PO008941,SUP021,SKU0427,146,144,7,8
PO008942,SUP030,SKU0199,296,294,10,5
PO008943,SUP027,SKU0090,252,238,9,1
PO008944,SUP004,SKU0434,254,239,13,5
PO008945,SUP001,SKU0347,211,202,3,6
PO008946,SUP002,SKU0920,141,121,5,5
PO008947,SUP023,SKU0878,102,100,3,3
PO008948,SUP027,SKU0116,416,400,7,7
PO008949,SUP014,SKU0255,452,439,10,8
PO008950,SUP016,SKU0171,496,493,7,1
PO008951,SUP006,SKU0448,328,328,14,5
PO008952,SUP019,SKU0248,370,355,5,2
PO008953,SUP007,SKU0581,157,139,2,5
PO008954,SUP021,SKU0864,51,36,2,4
PO008955,SUP013,SKU0604,213,210,3,3
PO008956,SUP029,SKU0853,411,399,2,6
PO008957,SUP006,SKU0224,140,137,3,2
PO008958,SUP026,SKU0835,150,141,3,3
PO008959,SUP012,SKU0705,347,334,13,0
PO008960,SUP020,SKU0803,403,397,13,6
PO008961,SUP017,SKU0707,215,195,12,1
PO008962,SUP004,SKU0478,60,50,10,4
PO008963,SUP015,SKU0659,273,266,6,6
PO008964,SUP027,SKU0512,274,273,2,4
PO008965,SUP027,SKU0584,444,437,13,0
PO008966,SUP002,SKU0464,476,464,7,0
PO008967,SUP024,SKU0993,333,329,6,4
PO008968,SUP029,SKU0021,38,35,11,8
PO008969,SUP012,SKU0676,26,8,13,7
PO008970,SUP026,SKU0207,400,399,10,7
PO008971,SUP028,SKU0022,409,394,14,6
PO008972,SUP010,SKU0011,257,254,4,3
PO008973,SUP018,SKU0678,176,158,10,8
PO008974,SUP023,SKU0114,395,388,12,2
PO008975,SUP014,SKU0589,317,304,8,4
PO008976,SUP026,SKU0753,126,117,14,5
PO008977,SUP021,SKU0705,67,58,8,7
PO008978,SUP003,SKU0206,154,138,10,5
PO008979,SUP012,SKU0496,90,79,9,7
PO008980,SUP027,SKU0390,144,137,3,5
PO008981,SUP023,SKU0018,394,380,12,1
PO008982,SUP021,SKU0355,392,384,6,1
PO008983,SUP024,SKU0762,279,261,4,2
PO008984,SUP005,SKU0859,355,354,5,8
PO008985,SUP003,SKU0061,159,147,7,6
PO008986,SUP012,SKU0352,419,404,5,3
PO008987,SUP028,SKU0812,210,208,12,2
PO008988,SUP028,SKU0540,146,134,13,0
PO008989,SUP025,SKU0127,231,213,7,7
PO008990,SUP017,SKU0017,227,222,6,2
PO008991,SUP008,SKU0443,191,178,8,4
PO008992,SUP013,SKU0808,90,89,14,7
PO008993,SUP003,SKU0468,399,390,10,7
PO008994,SUP029,SKU0167,35,33,3,0
PO008995,SUP017,SKU0924,269,269,8,8
PO008996,SUP018,SKU0614,275,263,5,4
PO008997,SUP003,SKU0130,402,393,4,1
PO008998,SUP007,SKU0576,383,371,13,2
PO008999,SUP014,SKU0755,204,190,13,2
PO009000,SUP018,SKU0975,180,161,9,2
PO009001,SUP024,SKU0902,133,114,11,7
PO009002,SUP015,SKU0399,161,149,12,7
PO009003,SUP025,SKU0431,150,148,4,8
PO009004,SUP002,SKU0745,400,381,9,1
PO009005,SUP026,SKU0034,284,278,3,6
PO009006,SUP015,SKU0301,369,359,14,8
PO009007,SUP030,SKU0466,58,47,6,3
PO009008,SUP007,SKU0853,51,46,12,1
PO009009,SUP022,SKU0379,286,279,8,7
PO009010,SUP010,SKU0969,417,416,7,6
PO009011,SUP005,SKU0490,233,230,3,4
PO009012,SUP019,SKU0007,357,352,10,6
PO009013,SUP010,SKU0102,492,484,4,5
PO009014,SUP012,SKU0901,387,372,13,3
PO009015,SUP022,SKU0059,43,40,14,1
PO009016,SUP003,SKU0339,23,3,13,2
PO009017,SUP020,SKU0138,182,174,14,6
PO009018,SUP017,SKU0570,286,279,7,0
PO009019,SUP009,SKU0073,418,401,10,6
PO009020,SUP028,SKU0286,95,75,10,5
PO009021,SUP005,SKU0947,413,393,8,5
PO009022,SUP017,SKU0958,115,113,3,5
PO009023,SUP010,SKU0243,500,497,9,2
PO009024,SUP004,SKU0984,274,274,9,2
PO009025,SUP024,SKU0683,481,478,11,5
PO009026,SUP010,SKU0313,21,10,2,1
PO009027,SUP008,SKU0131,366,364,4,0
PO009028,SUP013,SKU0096,385,365,10,7
PO009029,SUP011,SKU0005,165,156,10,3
PO009030,SUP019,SKU0578,292,275,13,5
PO009031,SUP005,SKU0798,69,59,14,6
PO009032,SUP016,SKU0912,214,214,6,4
PO009033,SUP022,SKU0557,365,357,12,4
PO009034,SUP006,SKU0562,439,425,7,8
PO009035,SUP009,SKU0828,342,340,11,0
PO009036,SUP012,SKU0389,284,271,8,1
PO009037,SUP018,SKU0554,170,163,7,7
PO009038,SUP007,SKU0720,378,360,4,0
PO009039,SUP014,SKU0673,82,80,5,3
PO009040,SUP007,SKU0144,493,479,14,3
PO009041,SUP024,SKU0138,297,280,13,1
PO009042,SUP003,SKU0938,440,435,10,5
PO009043,SUP008,SKU0534,438,424,5,1
PO009044,SUP014,SKU0238,34,28,3,2
PO009045,SUP026,SKU0999,435,427,6,4
PO009046,SUP028,SKU0045,334,324,5,2
PO009047,SUP028,SKU0415,488,472,11,8
PO009048,SUP021,SKU0835,378,377,7,8
PO009049,SUP012,SKU0176,41,35,8,3
PO009050,SUP009,SKU0625,403,384,8,6
PO009051,SUP019,SKU0091,454,438,5,1
PO009052,SUP028,SKU0511,169,159,2,4
PO009053,SUP006,SKU0596,342,334,2,8
PO009054,SUP023,SKU0859,364,344,10,5
PO009055,SUP026,SKU0570,339,323,4,3
PO009056,SUP021,SKU0317,402,385,6,0
PO009057,SUP002,SKU0523,146,137,9,6
PO009058,SUP011,SKU0263,368,353,3,6
PO009059,SUP003,SKU0344,147,131,6,3
PO009060,SUP015,SKU0845,112,111,9,4
PO009061,SUP005,SKU0937,71,65,11,8
PO009062,SUP009,SKU0073,341,338,12,6
PO009063,SUP017,SKU0734,73,70,9,5
PO009064,SUP008,SKU0707,29,24,6,6
PO009065,SUP002,SKU0367,94,76,3,2
PO009066,SUP023,SKU0931,330,329,4,8
PO009067,SUP010,SKU0552,335,329,2,4
PO009068,SUP023,SKU0606,162,158,2,1
PO009069,SUP018,SKU0878,47,41,14,4
PO009070,SUP014,SKU0276,111,99,12,6
PO009071,SUP011,SKU0072,480,464,14,2
PO009072,SUP014,SKU0412,80,76,13,8
PO009073,SUP028,SKU0555,182,176,10,0
PO009074,SUP009,SKU0566,60,43,4,3
PO009075,SUP012,SKU0694,150,145,3,7
PO009076,SUP003,SKU0385,26,21,13,5
PO009077,SUP024,SKU0351,463,462,8,7
PO009078,SUP009,SKU0389,287,283,11,4
PO009079,SUP020,SKU0809,90,74,9,5
PO009080,SUP019,SKU0032,42,29,13,4
PO009081,SUP006,SKU0920,333,313,7,8
PO009082,SUP016,SKU0785,385,367,5,1
PO009083,SUP023,SKU0124,88,69,10,2
PO009084,SUP002,SKU0777,453,448,13,2
PO009085,SUP027,SKU0980,194,185,7,5
PO009086,SUP015,SKU0073,242,237,3,0
PO009087,SUP030,SKU0565,444,444,5,1
PO009088,SUP013,SKU0691,62,55,5,8
PO009089,SUP017,SKU0992,183,182,5,6
PO009090,SUP026,SKU0438,303,298,13,5
PO009091,SUP013,SKU0726,244,238,9,5
PO009092,SUP016,SKU0930,345,326,11,5
PO009093,SUP023,SKU0728,458,451,14,5
PO009094,SUP028,SKU0251,463,452,4,5
PO009095,SUP025,SKU0117,473,459,6,4
PO009096,SUP012,SKU0008,462,460,7,1
PO009097,SUP019,SKU1000,439,420,12,7
PO009098,SUP013,SKU0365,407,395,4,5
PO009099,SUP023,SKU0834,404,390,2,6
PO009100,SUP016,SKU0458,214,211,9,4
PO009101,SUP013,SKU0719,46,40,8,7
PO009102,SUP004,SKU0151,302,287,14,1
PO009103,SUP018,SKU0830,302,296,13,1
PO009104,SUP025,SKU0479,259,257,3,7
PO009105,SUP015,SKU0342,141,128,10,5
PO009106,SUP028,SKU0966,353,348,13,3
PO009107,SUP026,SKU0044,203,201,6,4
PO009108,SUP001,SKU0591,385,371,10,2
PO009109,SUP028,SKU0882,440,431,6,5
PO009110,SUP021,SKU0918,365,362,4,1
PO009111,SUP027,SKU0082,81,74,5,8
PO009112,SUP024,SKU0029,121,106,3,2
PO009113,SUP020,SKU0012,306,304,3,3
PO009114,SUP015,SKU0268,209,201,7,7
PO009115,SUP003,SKU0510,215,208,8,4
PO009116,SUP021,SKU0891,359,359,4,4
PO009117,SUP011,SKU0485,297,285,11,6
PO009118,SUP026,SKU0519,373,367,14,2
PO009119,SUP002,SKU0655,69,66,10,0
PO009120,SUP025,SKU0363,206,193,11,6
PO009121,SUP030,SKU0937,124,114,3,8
PO009122,SUP007,SKU0830,99,91,12,4
PO009123,SUP019,SKU0499,162,142,3,3
PO009124,SUP027,SKU0858,493,480,7,3
PO009125,SUP024,SKU0637,78,70,14,8
PO009126,SUP017,SKU0883,120,110,12,6
PO009127,SUP016,SKU0186,290,282,8,3
PO009128,SUP026,SKU0505,108,98,6,1
PO009129,SUP005,SKU0842,49,44,9,8
PO009130,SUP012,SKU0957,472,468,2,1
PO009131,SUP012,SKU0178,391,391,10,5
PO009132,SUP020,SKU0297,445,444,10,4
PO009133,SUP012,SKU0632,357,337,3,2
PO009134,SUP030,SKU0687,257,237,9,1
PO009135,SUP002,SKU0369,36,25,13,2
PO009136,SUP010,SKU0351,26,22,7,4
PO009137,SUP022,SKU0148,371,360,11,7
PO009138,SUP002,SKU0288,73,65,13,8
PO009139,SUP006,SKU0101,154,137,8,7
PO009140,SUP020,SKU0498,212,205,5,7
PO009141,SUP003,SKU0552,206,193,12,4
PO009142,SUP003,SKU0945,61,58,11,7
PO009143,SUP020,SKU0120,296,276,8,4
PO009144,SUP027,SKU0158,207,207,3,4
PO009145,SUP009,SKU0125,92,72,14,1
PO009146,SUP011,SKU0676,455,441,6,2
PO009147,SUP006,SKU0320,111,98,7,2
PO009148,SUP012,SKU0424,51,35,13,7
PO009149,SUP025,SKU0079,351,336,3,6
PO009150,SUP009,SKU0869,400,380,12,6
PO009151,SUP004,SKU0295,25,18,8,7
PO009152,SUP009,SKU0760,296,288,3,1
PO009153,SUP024,SKU0461,465,445,7,4
PO009154,SUP003,SKU0597,260,257,7,1
PO009155,SUP002,SKU0054,394,381,14,0
PO009156,SUP003,SKU0287,338,319,13,3
PO009157,SUP023,SKU0533,455,449,7,1
PO009158,SUP006,SKU0640,92,84,9,4
PO009159,SUP024,SKU0668,29,21,13,1
PO009160,SUP030,SKU0738,303,289,9,6
PO009161,SUP008,SKU0264,219,212,8,1
PO009162,SUP027,SKU0814,225,208,7,5
PO009163,SUP028,SKU0128,308,298,8,6
PO009164,SUP019,SKU0222,494,481,5,4
PO009165,SUP016,SKU0429,352,350,4,4
PO009166,SUP007,SKU0241,52,39,11,2
PO009167,SUP019,SKU0622,139,133,2,1
PO009168,SUP029,SKU0712,184,184,5,2
PO009169,SUP012,SKU0473,155,154,9,3
PO009170,SUP027,SKU0895,350,337,6,6
PO009171,SUP001,SKU0730,407,387,2,2
PO009172,SUP023,SKU0811,354,337,2,7
PO009173,SUP007,SKU0221,430,419,2,6
PO009174,SUP021,SKU0579,259,255,5,8
PO009175,SUP030,SKU0461,107,95,12,0
PO009176,SUP028,SKU0235,467,449,6,6
PO009177,SUP009,SKU0581,136,134,6,7
PO009178,SUP026,SKU0792,269,263,3,5
PO009179,SUP017,SKU0814,346,343,11,5
PO009180,SUP008,SKU0545,390,370,10,6
PO009181,SUP026,SKU0759,134,119,6,5
PO009182,SUP018,SKU0997,398,387,2,6
PO009183,SUP022,SKU0130,394,376,10,5
PO009184,SUP012,SKU0596,28,21,3,5
PO009185,SUP021,SKU0592,377,361,10,1
PO009186,SUP009,SKU0345,37,20,9,8
PO009187,SUP021,SKU0755,476,457,10,4
PO009188,SUP029,SKU0029,489,474,13,1
PO009189,SUP016,SKU0839,422,420,14,8
PO009190,SUP024,SKU0311,32,13,11,0
PO009191,SUP030,SKU0950,422,407,13,0
PO009192,SUP009,SKU0337,298,298,9,4
PO009193,SUP029,SKU0472,319,305,2,1
PO009194,SUP007,SKU0007,277,266,8,6
PO009195,SUP003,SKU0336,387,376,6,7
PO009196,SUP014,SKU0367,180,176,3,1
PO009197,SUP015,SKU0271,409,392,7,1
PO009198,SUP001,SKU0985,216,202,4,5
PO009199,SUP015,SKU0810,308,293,12,7
PO009200,SUP001,SKU0321,316,311,6,5
PO009201,SUP014,SKU0700,79,74,13,7
PO009202,SUP004,SKU0005,68,60,11,6
PO009203,SUP027,SKU0533,281,270,5,5
PO009204,SUP017,SKU0404,352,340,11,3
PO009205,SUP024,SKU0550,371,361,8,5
PO009206,SUP020,SKU0227,140,123,9,4
PO009207,SUP020,SKU0411,140,135,6,8
PO009208,SUP008,SKU0269,275,257,10,5
PO009209,SUP028,SKU0375,431,415,8,3
PO009210,SUP018,SKU0282,442,425,4,8
PO009211,SUP012,SKU0773,45,30,4,5
PO009212,SUP013,SKU0530,160,149,4,7
PO009213,SUP007,SKU0504,473,462,13,8
PO009214,SUP030,SKU0284,212,201,3,5
PO009215,SUP028,SKU0425,343,340,9,4
PO009216,SUP010,SKU0323,344,324,12,1
PO009217,SUP017,SKU0192,337,318,10,7
PO009218,SUP029,SKU0073,296,286,14,8
PO009219,SUP004,SKU0964,195,178,8,6
PO009220,SUP014,SKU0980,292,272,11,8
PO009221,SUP009,SKU0657,359,359,9,6
PO009222,SUP019,SKU0719,234,229,6,5
PO009223,SUP010,SKU0314,186,181,10,4
PO009224,SUP029,SKU0301,35,22,6,1
PO009225,SUP011,SKU0177,165,150,2,7
PO009226,SUP006,SKU0247,24,11,14,4
PO009227,SUP010,SKU0232,342,339,2,1
PO009228,SUP004,SKU0354,439,430,9,4
PO009229,SUP020,SKU0556,303,294,5,3
PO009230,SUP011,SKU0556,86,68,3,8
PO009231,SUP017,SKU0214,96,76,3,0
PO009232,SUP009,SKU0604,268,253,11,0
PO009233,SUP020,SKU0676,144,142,5,5
PO009234,SUP009,SKU0891,283,264,4,0
PO009235,SUP007,SKU0284,310,300,9,5
PO009236,SUP029,SKU0165,364,357,14,6
PO009237,SUP006,SKU0447,151,146,6,3
PO009238,SUP011,SKU0034,324,309,6,2
PO009239,SUP024,SKU0411,132,114,5,1
PO009240,SUP004,SKU0243,190,185,10,0
PO009241,SUP019,SKU0781,154,153,13,6
PO009242,SUP020,SKU0829,469,453,6,4
PO009243,SUP015,SKU0502,363,356,10,6
PO009244,SUP028,SKU0540,297,280,8,8
PO009245,SUP030,SKU0946,193,190,6,3
PO009246,SUP005,SKU0771,122,120,14,6
PO009247,SUP026,SKU0505,315,305,5,6
PO009248,SUP014,SKU0850,114,99,5,0
PO009249,SUP022,SKU0021,368,368,10,2
PO009250,SUP005,SKU0188,75,57,10,6
PO009251,SUP017,SKU0469,124,112,2,0
PO009252,SUP021,SKU0174,117,99,4,8
PO009253,SUP017,SKU0202,288,274,8,1
PO009254,SUP004,SKU0635,365,347,12,2
PO009255,SUP007,SKU0790,215,210,10,3
PO009256,SUP008,SKU0165,214,214,6,3
PO009257,SUP013,SKU0023,296,288,10,2
PO009258,SUP028,SKU0415,96,96,12,8
PO009259,SUP009,SKU0239,448,445,10,6
PO009260,SUP007,SKU0223,437,421,7,1
PO009261,SUP027,SKU0364,149,134,7,1
PO009262,SUP005,SKU0152,217,217,13,4
PO009263,SUP004,SKU0189,360,348,10,7
PO009264,SUP026,SKU0758,280,269,7,6
PO009265,SUP004,SKU0701,257,241,2,2
PO009266,SUP011,SKU0394,267,248,9,1
PO009267,SUP017,SKU0307,191,180,9,3
PO009268,SUP021,SKU0229,319,314,2,8
PO009269,SUP019,SKU0236,116,105,2,5
PO009270,SUP016,SKU0217,287,274,9,1
PO009271,SUP015,SKU0111,465,448,12,3
PO009272,SUP025,SKU0391,419,407,13,2
PO009273,SUP030,SKU0262,52,49,8,8
PO009274,SUP029,SKU0249,168,158,11,8
PO009275,SUP028,SKU0097,400,388,8,4
PO009276,SUP009,SKU0272,226,219,9,2
PO009277,SUP027,SKU0705,126,124,12,1
PO009278,SUP009,SKU0337,123,120,7,2
PO009279,SUP024,SKU0780,223,213,12,1
PO009280,SUP026,SKU0501,197,189,10,7
PO009281,SUP004,SKU0051,195,181,11,4
PO009282,SUP021,SKU0012,308,307,14,0
PO009283,SUP003,SKU0504,476,469,13,8
PO009284,SUP024,SKU0162,167,148,10,0
PO009285,SUP009,SKU0399,432,428,11,4
PO009286,SUP019,SKU0525,294,280,2,3
PO009287,SUP030,SKU0348,96,90,4,2
PO009288,SUP020,SKU0022,286,277,3,1
PO009289,SUP028,SKU0487,374,360,9,0
PO009290,SUP006,SKU0816,111,93,4,2
PO009291,SUP027,SKU0139,375,368,10,7
PO009292,SUP010,SKU0828,130,127,11,8
PO009293,SUP019,SKU0546,131,128,5,8
PO009294,SUP002,SKU0231,411,403,7,2
PO009295,SUP016,SKU0804,118,114,8,2
PO009296,SUP004,SKU0911,448,444,7,2
PO009297,SUP025,SKU0497,483,464,10,5
PO009298,SUP002,SKU0279,390,370,11,7
PO009299,SUP006,SKU0644,186,167,9,2
PO009300,SUP008,SKU0648,214,205,2,6
PO009301,SUP023,SKU0474,307,298,14,8
PO009302,SUP026,SKU0378,467,451,14,4
PO009303,SUP016,SKU0565,455,454,10,8
PO009304,SUP023,SKU0031,105,94,6,6
PO009305,SUP020,SKU0285,312,296,7,0
PO009306,SUP015,SKU0243,80,61,6,2
PO009307,SUP026,SKU0982,417,415,5,2
PO009308,SUP027,SKU0870,49,36,11,6
PO009309,SUP022,SKU0943,398,393,8,1
PO009310,SUP023,SKU0762,345,344,10,1
PO009311,SUP017,SKU0468,33,26,9,2
PO009312,SUP028,SKU0926,494,489,4,8
PO009313,SUP021,SKU0944,324,320,8,6
PO009314,SUP008,SKU0559,448,441,9,6
