Date,Warehouse,SKU,Current_Stock,Reorder_Level,Max_Stock,Damaged_Qty,Holding_Cost
2024-02-25,Shah Alam,SKU0263,598,28,352,2,71.76
2024-10-27,Penang,SKU0716,196,29,144,4,23.52
2024-01-17,Melaka,SKU0583,615,46,294,0,73.8
2024-05-13,Johor,SKU0910,271,30,160,7,32.52
2025-12-02,Kuantan,SKU0042,687,55,193,0,82.44
2024-01-10,Kuantan,SKU0820,356,67,212,5,42.72
2025-04-11,Ipoh,SKU0746,534,85,204,6,64.08
2025-03-31,Ipoh,SKU0426,15,75,506,1,1.8
2025-06-18,Kuantan,SKU0274,118,53,329,1,14.16
2025-08-03,Ipoh,SKU0341,412,22,183,4,49.44
2025-04-30,Shah Alam,SKU0737,134,78,528,2,16.08
2025-07-06,Melaka,SKU0067,350,49,207,1,42.0
2024-04-30,Johor,SKU0988,342,35,498,6,41.04
2024-04-08,Kuching,SKU0179,742,80,286,5,89.04
2024-04-24,Shah Alam,SKU0632,197,53,354,1,23.64
2024-01-11,Kuching,SKU0663,431,61,518,7,51.72
2024-08-08,Johor,SKU0192,325,64,521,0,39.0
2024-03-17,Penang,SKU0509,204,83,257,0,24.48
2024-02-02,Kuching,SKU0450,148,61,325,2,17.76
2025-06-13,Melaka,SKU0308,20,90,558,0,2.4
2025-11-21,Penang,SKU0758,624,74,336,3,74.88
2024-02-09,Johor,SKU0833,240,72,516,0,28.8
2025-08-11,Kuantan,SKU0945,596,98,598,1,71.52
2025-12-23,Kuching,SKU0854,604,32,527,0,72.48
2025-11-30,Johor,SKU0027,609,98,282,9,73.08
2025-08-24,Penang,SKU0463,724,34,472,10,86.88
2025-04-03,Kuching,SKU0190,528,86,561,1,63.36
2024-09-20,Penang,SKU0344,727,95,377,4,87.24
2025-12-25,Ipoh,SKU0652,196,58,180,2,23.52
2025-10-22,Penang,SKU0415,436,53,398,3,52.32
2025-10-02,Melaka,SKU0546,726,75,398,4,87.12
2024-02-08,Ipoh,SKU0562,64,30,165,2,7.68
2025-12-16,KK,SKU0580,655,37,212,4,78.6
2025-05-19,KK,SKU0194,19,74,428,9,2.28
2025-04-11,KK,SKU0530,239,69,428,1,28.68
2025-06-06,Penang,SKU0012,505,20,248,0,60.6
2025-10-10,Ipoh,SKU0516,624,48,190,3,74.88
2024-12-29,KK,SKU0196,760,32,427,2,91.2
2025-11-18,Kuantan,SKU0057,575,43,364,6,69.0
2025-10-20,Penang,SKU0086,727,69,177,1,87.24
2024-11-29,Johor,SKU0457,154,95,542,2,18.48
2024-02-29,Melaka,SKU0391,659,71,471,6,79.08
2024-01-21,Kuching,SKU0795,113,31,131,10,13.56
2025-08-04,Penang,SKU0246,639,23,460,10,76.68
2025-05-10,Kuantan,SKU0688,488,70,557,6,58.56
2025-03-03,Kuantan,SKU0022,793,87,292,3,95.16
2025-10-25,Ipoh,SKU0836,597,96,218,6,71.64
2025-10-20,KK,SKU0401,719,71,390,0,86.28
2024-12-28,Shah Alam,SKU0812,733,63,432,10,87.96
2024-12-13,Shah Alam,SKU0028,664,24,471,9,79.68
2024-02-14,Melaka,SKU0055,561,47,467,9,67.32
2025-12-09,Shah Alam,SKU0192,369,26,305,5,44.28
2024-11-15,Johor,SKU0913,441,57,456,9,52.92
2024-05-09,Kuching,SKU0767,294,28,236,6,35.28
2025-01-15,Shah Alam,SKU0068,401,26,483,2,48.12
2025-09-16,Shah Alam,SKU0611,650,94,419,6,78.0
2025-10-07,Johor,SKU0095,595,35,514,4,71.4
2025-02-26,KK,SKU0626,549,46,413,4,65.88
2024-05-17,Johor,SKU0625,14,50,380,7,1.68
2024-05-01,KK,SKU0286,577,31,353,7,69.24
2025-12-10,Shah Alam,SKU0341,380,22,264,3,45.6
2025-10-19,Kuantan,SKU0846,505,63,540,1,60.6
2025-10-22,Penang,SKU0341,456,65,255,9,54.72
2024-09-10,Melaka,SKU0330,53,88,206,3,6.36
2024-08-06,Melaka,SKU0970,597,27,380,4,71.64
2025-01-03,Melaka,SKU0569,439,76,417,5,52.68
2024-03-17,Ipoh,SKU0874,208,61,288,4,24.96
2024-10-18,Kuantan,SKU0678,715,83,489,2,85.8
2024-04-17,Penang,SKU0509,1,86,215,7,0.12
2024-07-31,KK,SKU0559,45,23,399,1,5.4
2024-01-04,Kuantan,SKU0877,2,34,458,2,0.24
2024-06-04,Kuantan,SKU0822,5,84,315,1,0.6
2024-01-10,Shah Alam,SKU0833,786,71,466,7,94.32
2025-07-01,Ipoh,SKU0356,500,86,244,6,60.0
2024-01-19,KK,SKU0409,86,92,394,4,10.32
2024-02-19,Kuching,SKU0320,272,96,310,9,32.64
2024-03-17,Melaka,SKU0296,762,71,502,2,91.44
2025-04-22,KK,SKU0129,706,41,208,6,84.72
2024-10-02,Shah Alam,SKU0108,19,63,249,6,2.28
2025-06-19,Kuching,SKU0020,763,43,354,5,91.56
2024-05-25,Johor,SKU0739,339,94,556,8,40.68
2025-07-07,Melaka,SKU0602,324,69,297,9,38.88
2025-11-15,KK,SKU0590,222,44,284,5,26.64
2025-06-29,Shah Alam,SKU0195,621,28,218,3,74.52
2025-03-27,Melaka,SKU0555,301,91,234,10,36.12
2024-08-17,Kuantan,SKU0312,310,52,494,10,37.2
2025-01-21,Shah Alam,SKU0787,451,49,466,0,54.12
2024-12-13,Kuantan,SKU0525,337,76,574,7,40.44
2025-02-05,Kuantan,SKU0618,313,76,229,8,37.56
2024-07-03,Shah Alam,SKU0733,223,52,158,2,26.76
2025-10-19,KK,SKU0293,607,41,416,5,72.84
2025-02-13,Johor,SKU0161,207,57,319,1,24.84
2025-03-12,KK,SKU0809,163,34,340,0,19.56
2025-02-22,Shah Alam,SKU0841,535,97,242,0,64.2
2025-06-01,KK,SKU0388,437,60,417,10,52.44
2024-05-12,Ipoh,SKU0164,722,59,374,5,86.64
2024-08-11,Ipoh,SKU0566,133,93,321,10,15.96
2025-11-05,Kuching,SKU0939,42,100,569,4,5.04
2025-12-06,Kuantan,SKU0642,344,22,416,8,41.28
2024-07-22,Kuching,SKU0409,198,87,380,6,23.76
2025-06-19,Johor,SKU0618,773,22,253,4,92.76
2024-02-14,Penang,SKU0622,543,70,479,6,65.16
2024-07-06,Kuantan,SKU0813,338,48,187,5,40.56
2025-05-05,Shah Alam,SKU0679,206,22,360,9,24.72
2024-02-13,Kuching,SKU0818,106,99,560,8,12.72
2025-03-11,Shah Alam,SKU0713,508,86,224,5,60.96
2024-09-01,Kuching,SKU0064,527,48,311,1,63.24
2024-06-01,Kuching,SKU0184,620,87,364,4,74.4
2024-08-01,Kuantan,SKU0772,89,85,583,7,10.68
2024-11-07,KK,SKU0574,533,33,518,4,63.96
2025-04-13,Kuching,SKU0149,358,23,236,8,42.96
2024-07-23,Ipoh,SKU0865,136,25,469,0,16.32
2025-03-29,Melaka,SKU0666,728,27,355,7,87.36
2024-01-01,Shah Alam,SKU0888,340,62,559,5,40.8
2025-05-10,Melaka,SKU0195,767,60,525,0,92.04
2025-04-08,Kuantan,SKU0668,225,70,281,6,27.0
2024-09-16,KK,SKU0070,275,43,286,1,33.0
2025-03-20,Kuantan,SKU0365,782,31,207,9,93.84
2025-12-26,Johor,SKU0324,447,73,501,4,53.64
2025-12-17,Kuching,SKU0521,787,40,474,3,94.44
2024-12-16,Johor,SKU0427,308,89,416,8,36.96
2025-11-28,Ipoh,SKU0166,712,77,558,7,85.44
2025-01-31,Johor,SKU0486,207,27,260,6,24.84
2025-11-16,Kuching,SKU0031,81,83,575,1,9.72
2024-01-27,Shah Alam,SKU0610,386,59,190,9,46.32
2025-11-23,Kuantan,SKU0159,335,72,518,5,40.2
2024-05-09,KK,SKU0950,614,74,440,3,73.68
2025-05-04,KK,SKU0641,570,80,375,5,68.4
2024-08-17,Kuching,SKU0267,0,37,378,1,0.0
2024-07-16,KK,SKU0290,352,34,273,10,42.24
2025-06-28,Penang,SKU0900,6,36,350,5,0.72
2024-12-16,Penang,SKU0817,660,75,466,3,79.2
2025-05-05,Ipoh,SKU0936,683,68,366,2,81.96
2024-12-15,Kuching,SKU0466,378,52,159,3,45.36
2025-10-11,Kuantan,SKU0798,312,94,503,7,37.44
2024-12-03,Kuantan,SKU0370,635,65,369,10,76.2
2024-07-04,Shah Alam,SKU0306,643,41,437,4,77.16
2024-09-20,Kuching,SKU0449,34,62,415,6,4.08
2025-09-16,Shah Alam,SKU0367,516,45,179,8,61.92
2025-01-29,Penang,SKU0747,670,79,407,0,80.4
2025-07-07,Ipoh,SKU0280,245,85,555,2,29.4
2024-03-05,Ipoh,SKU0887,531,77,570,8,63.72
2024-08-18,Shah Alam,SKU0239,277,54,221,9,33.24
2024-09-02,Ipoh,SKU0635,705,79,338,4,84.6
2024-03-03,Penang,SKU0894,180,55,470,4,21.6
2024-11-04,Melaka,SKU0840,548,20,383,8,65.76
2025-09-26,Shah Alam,SKU0395,719,100,476,7,86.28
2025-11-03,Penang,SKU0411,204,52,401,2,24.48
2024-04-16,Johor,SKU0315,449,79,358,7,53.88
2025-05-06,Johor,SKU0564,467,44,318,6,56.04
2024-03-07,KK,SKU0126,413,40,248,6,49.56
2024-08-28,KK,SKU0955,485,30,231,1,58.2
2024-03-18,Johor,SKU0299,20,47,350,6,2.4
2025-03-10,Penang,SKU0426,793,35,294,10,95.16
2025-07-12,Melaka,SKU0677,406,99,444,6,48.72
2025-05-29,Penang,SKU0177,754,29,221,4,90.48
2025-10-07,Penang,SKU0476,583,100,264,4,69.96
2025-03-09,KK,SKU0506,414,90,211,10,49.68
2025-03-29,Johor,SKU0467,104,70,496,4,12.48
2025-01-02,KK,SKU0532,681,93,505,2,81.72
2025-01-14,Penang,SKU0342,467,88,286,5,56.04
2024-02-26,Shah Alam,SKU0155,611,84,501,3,73.32
2024-08-16,KK,SKU0300,776,28,250,4,93.12
2024-10-19,KK,SKU0350,275,36,523,1,33.0
2024-11-18,Penang,SKU0988,67,64,256,1,8.04
2024-12-07,Johor,SKU0571,115,92,419,1,13.8
2025-04-06,Shah Alam,SKU0801,618,20,342,7,74.16
2025-11-14,Kuantan,SKU0484,668,74,233,3,80.16
2024-11-16,Kuantan,SKU0100,400,58,441,3,48.0
2024-06-14,Ipoh,SKU0198,409,57,322,0,49.08
2024-09-07,Kuantan,SKU0876,228,66,521,2,27.36
2024-02-03,Johor,SKU0835,750,31,213,5,90.0
2025-04-06,Ipoh,SKU0971,307,71,564,9,36.84
2025-08-25,Ipoh,SKU0071,299,94,486,7,35.88
2024-04-07,KK,SKU0483,43,49,149,5,5.16
2025-01-13,Kuantan,SKU0439,545,36,231,0,65.4
2024-12-03,Kuching,SKU0069,272,47,336,6,32.64
2025-04-27,Kuantan,SKU0824,197,70,393,8,23.64
2025-10-09,Kuching,SKU0444,240,73,515,4,28.8
2025-06-03,Johor,SKU0737,316,94,209,10,37.92
2025-02-26,KK,SKU0414,198,36,525,3,23.76
2025-01-21,Shah Alam,SKU0579,142,23,263,2,17.04
2024-05-30,Penang,SKU0889,594,57,544,1,71.28
2024-09-29,KK,SKU0092,628,42,276,3,75.36
2024-12-15,Shah Alam,SKU0658,779,100,420,9,93.48
2024-06-22,Shah Alam,SKU0680,494,89,483,9,59.28
2025-05-06,Penang,SKU0756,212,84,244,1,25.44
2025-06-07,Penang,SKU0142,18,47,517,9,2.16
2025-08-24,Shah Alam,SKU0630,517,44,197,5,62.04
2025-09-28,Ipoh,SKU0911,2,67,319,7,0.24
2025-07-26,Shah Alam,SKU0437,80,75,545,10,9.6
2024-08-31,Shah Alam,SKU0398,525,24,282,0,63.0
2025-03-06,Shah Alam,SKU0007,334,54,194,3,40.08
2024-09-03,Melaka,SKU0122,280,47,147,5,33.6
2024-07-09,Johor,SKU0506,268,45,521,1,32.16
2025-08-11,Ipoh,SKU0123,352,54,471,10,42.24
2024-05-13,Johor,SKU0757,671,99,587,10,80.52
2025-09-02,Melaka,SKU0486,609,33,451,10,73.08
2024-08-28,Melaka,SKU0049,616,28,277,1,73.92
2024-11-20,Penang,SKU0502,658,73,182,5,78.96
2025-10-11,Kuantan,SKU0588,309,89,392,0,37.08
2024-03-17,Melaka,SKU0923,583,23,389,0,69.96
2024-12-14,Kuantan,SKU0110,774,30,509,6,92.88
2024-10-25,Kuantan,SKU0019,639,69,480,4,76.68
2025-11-01,Kuching,SKU0373,646,45,456,7,77.52
2024-01-04,Melaka,SKU0213,129,27,144,1,15.48
2024-07-25,Shah Alam,SKU0381,201,62,345,3,24.12
2025-03-18,Penang,SKU0184,789,64,321,10,94.68
2025-10-24,Shah Alam,SKU0575,559,91,344,9,67.08
2025-02-25,Kuching,SKU0508,44,53,435,5,5.28
2025-11-30,Melaka,SKU0331,364,32,423,3,43.68
2024-02-02,Ipoh,SKU0167,734,56,547,10,88.08
2024-04-12,Johor,SKU0915,461,57,484,9,55.32
2025-08-03,Johor,SKU0210,378,45,465,0,45.36
2024-03-16,Melaka,SKU0241,525,94,587,6,63.0
2025-10-01,Ipoh,SKU0510,451,23,202,1,54.12
2025-01-22,Shah Alam,SKU0520,340,84,317,3,40.8
2025-08-27,Shah Alam,SKU0621,266,38,154,8,31.92
2025-08-24,Penang,SKU0694,676,87,354,8,81.12
2025-05-10,Kuantan,SKU0849,649,61,472,8,77.88
2024-01-25,Kuantan,SKU0047,196,81,412,7,23.52
2024-06-06,Shah Alam,SKU0212,769,30,318,8,92.28
2025-08-03,Kuching,SKU0810,568,72,437,5,68.16
2025-04-12,Kuching,SKU0211,708,27,393,7,84.96
2024-07-12,Kuching,SKU0971,564,29,140,9,67.68
2024-10-07,Shah Alam,SKU0358,707,35,298,0,84.84
2024-04-13,Kuantan,SKU0762,73,90,553,6,8.76
2024-01-03,Shah Alam,SKU0077,506,24,265,8,60.72
2025-11-03,Johor,SKU0840,366,58,528,2,43.92
2025-06-02,Johor,SKU0699,196,52,156,9,23.52
2024-06-18,Ipoh,SKU0292,694,61,328,3,83.28
2024-05-29,Ipoh,SKU0717,585,69,353,6,70.2
2024-04-13,Penang,SKU0081,278,54,493,9,33.36
2024-03-05,Shah Alam,SKU0556,456,27,440,3,54.72
2024-12-07,Penang,SKU0678,132,35,436,4,15.84
2024-04-22,Johor,SKU0111,508,75,224,4,60.96
2024-09-13,Shah Alam,SKU0528,239,40,446,6,28.68
2025-11-24,Melaka,SKU0768,351,37,176,2,42.12
2025-07-31,Kuching,SKU0127,397,72,436,1,47.64
2024-01-02,Johor,SKU0939,719,27,159,2,86.28
2025-12-13,Shah Alam,SKU0727,212,48,210,6,25.44
2024-12-11,Ipoh,SKU0466,593,68,488,6,71.16
2024-07-10,Kuantan,SKU0667,475,51,431,10,57.0
2025-06-01,Kuching,SKU0818,196,69,219,4,23.52
2025-02-06,Penang,SKU0247,314,56,245,8,37.68
2024-09-27,Shah Alam,SKU0024,767,82,342,3,92.04
2025-10-18,Shah Alam,SKU0525,690,93,368,9,82.8
2024-10-03,Penang,SKU0377,7,98,466,10,0.84
2024-08-24,Melaka,SKU0071,446,89,267,5,53.52
2024-07-02,Johor,SKU0976,456,82,195,8,54.72
2024-10-20,Johor,SKU0503,189,79,204,5,22.68
2025-04-16,Johor,SKU0597,81,64,355,5,9.72
2024-11-15,Ipoh,SKU0345,93,90,557,5,11.16
2024-09-19,Kuantan,SKU0172,637,74,494,5,76.44
2025-05-10,Kuantan,SKU0144,141,32,197,8,16.92
2025-06-21,KK,SKU0313,144,53,482,10,17.28
2024-03-02,Penang,SKU0176,580,88,199,2,69.6
2024-06-25,Melaka,SKU0633,77,78,338,1,9.24
2024-09-26,Penang,SKU0670,663,51,167,4,79.56
2025-06-12,Johor,SKU0641,343,82,307,1,41.16
2024-05-20,Ipoh,SKU0298,371,68,284,0,44.52
2024-10-14,Johor,SKU0224,61,37,249,0,7.32
2024-08-03,Johor,SKU0016,118,34,278,6,14.16
2024-03-26,Kuching,SKU0310,314,43,270,7,37.68
2025-11-25,Shah Alam,SKU0658,489,84,374,5,58.68
2024-05-16,KK,SKU0680,631,37,379,0,75.72
2025-03-13,Shah Alam,SKU0966,676,36,515,4,81.12
2025-09-29,KK,SKU0577,477,71,484,9,57.24
2025-12-13,Penang,SKU0754,530,77,356,6,63.6
2025-10-25,Kuching,SKU0688,605,75,214,1,72.6
2025-04-03,Melaka,SKU0217,356,21,269,9,42.72
2024-06-20,KK,SKU0638,389,77,538,6,46.68
2025-02-24,Shah Alam,SKU0195,222,92,212,7,26.64
2024-10-16,KK,SKU0116,108,98,358,0,12.96
2025-10-12,Penang,SKU0674,799,65,230,0,95.88
2025-05-10,Shah Alam,SKU0098,67,38,512,4,8.04
2025-08-06,Kuantan,SKU0146,131,67,287,10,15.72
2025-07-19,Johor,SKU0735,141,46,301,3,16.92
2024-03-17,Melaka,SKU0218,114,72,379,9,13.68
2024-11-10,Kuching,SKU0901,680,80,391,9,81.6
2024-04-27,Johor,SKU0499,40,82,491,8,4.8
2024-12-04,Johor,SKU0827,734,94,250,1,88.08
2025-04-09,Penang,SKU0379,505,89,311,9,60.6
2024-04-30,Ipoh,SKU0062,201,83,514,5,24.12
2024-01-11,Penang,SKU0959,528,71,376,4,63.36
2024-07-01,Kuching,SKU0134,215,71,344,8,25.8
2025-12-29,Melaka,SKU0551,738,56,535,9,88.56
2024-03-11,Kuching,SKU0872,211,77,413,10,25.32
2024-01-27,Shah Alam,SKU0565,508,64,346,10,60.96
2024-03-08,Johor,SKU0711,470,100,454,8,56.4
2024-10-12,Shah Alam,SKU0265,647,59,189,2,77.64
2025-06-05,Kuching,SKU0751,499,53,240,4,59.88
2025-09-14,Kuantan,SKU0315,236,76,383,6,28.32
2024-11-12,Melaka,SKU0439,53,56,532,7,6.36
2025-06-20,Johor,SKU0120,122,88,396,1,14.64
2025-03-27,Kuantan,SKU0539,172,82,333,7,20.64
2025-03-03,KK,SKU0475,295,95,460,4,35.4
2025-04-18,Kuantan,SKU0384,717,36,490,3,86.04
2025-10-17,Johor,SKU0658,649,33,295,6,77.88
2024-05-03,Kuantan,SKU0508,334,56,327,4,40.08
2024-12-17,KK,SKU0643,785,65,470,7,94.2
2025-09-07,Shah Alam,SKU0653,30,78,421,7,3.6
2025-10-08,Ipoh,SKU0658,56,59,331,3,6.72
2025-05-11,Kuantan,SKU0028,20,29,182,4,2.4
2024-06-25,Ipoh,SKU0107,154,80,480,2,18.48
2025-08-11,Ipoh,SKU0112,653,43,338,7,78.36
2024-02-23,Ipoh,SKU0708,130,53,340,5,15.6
2024-06-15,Ipoh,SKU0808,661,100,253,7,79.32
2024-12-29,Melaka,SKU0481,295,88,352,2,35.4
2024-11-11,Penang,SKU0946,665,71,559,4,79.8
2024-06-07,Penang,SKU0222,448,59,559,2,53.76
2024-02-22,Kuching,SKU0025,189,36,173,0,22.68
2025-02-19,Shah Alam,SKU0429,299,93,427,2,35.88
2024-03-04,Johor,SKU0386,348,40,510,4,41.76
2024-02-18,Melaka,SKU0526,472,73,404,3,56.64
2024-02-04,Shah Alam,SKU0450,174,67,460,3,20.88
2024-12-16,Melaka,SKU0165,120,93,561,9,14.4
2025-01-18,Shah Alam,SKU0200,183,27,343,5,21.96
2025-02-01,Johor,SKU0043,406,92,536,5,48.72
2024-09-16,Kuching,SKU0938,553,86,528,5,66.36
2024-09-13,Kuching,SKU0130,222,70,206,1,26.64
2024-02-04,Penang,SKU0928,760,23,139,8,91.2
2025-02-17,Shah Alam,SKU0584,384,82,334,0,46.08
2024-09-07,Penang,SKU0971,421,38,187,5,50.52
2024-11-18,Johor,SKU0123,713,79,487,6,85.56
2025-08-13,Melaka,SKU0485,604,42,156,5,72.48
2024-08-27,Johor,SKU0536,440,65,303,10,52.8
2024-07-01,Penang,SKU0816,216,54,170,7,25.92
2024-08-10,Johor,SKU0847,47,56,506,0,5.64
2024-06-21,Penang,SKU0955,466,78,251,8,55.92
2025-09-03,Ipoh,SKU0478,259,99,458,9,31.08
2025-05-13,Kuching,SKU0198,751,71,255,8,90.12
2024-03-25,KK,SKU0746,407,24,520,6,48.84
2025-11-14,KK,SKU0908,707,80,289,8,84.84
2024-04-30,Johor,SKU0782,528,27,159,3,63.36
2024-06-25,Penang,SKU0034,668,64,270,8,80.16
2024-05-31,Kuantan,SKU0228,372,41,379,7,44.64
2024-10-20,Shah Alam,SKU0344,45,54,357,10,5.4
2024-09-27,Kuching,SKU0248,644,43,424,10,77.28
2024-09-13,Melaka,SKU0625,408,90,207,4,48.96
2025-03-04,Johor,SKU0865,112,41,343,5,13.44
2024-05-12,KK,SKU0333,646,59,458,3,77.52
2025-08-07,KK,SKU0202,674,95,223,2,80.88
2024-03-20,Melaka,SKU0124,304,68,481,0,36.48
2024-03-15,Shah Alam,SKU0320,484,68,244,9,58.08
2024-09-26,Kuching,SKU0878,437,66,208,9,52.44
2024-07-22,KK,SKU0767,45,53,391,0,5.4
2025-04-14,Shah Alam,SKU0171,632,73,342,0,75.84
2024-06-21,Kuantan,SKU0211,329,72,402,2,39.48
2025-11-14,Kuching,SKU0772,280,70,565,5,33.6
2024-10-28,Ipoh,SKU0828,406,21,165,1,48.72
2025-02-18,Ipoh,SKU0600,607,24,509,6,72.84
2024-07-09,Melaka,SKU0750,240,42,390,9,28.8
2024-03-19,KK,SKU0073,778,34,394,5,93.36
2025-09-09,Penang,SKU0117,184,64,512,7,22.08
2025-02-19,Kuching,SKU0183,595,29,200,2,71.4
2024-12-22,Kuantan,SKU0134,621,38,417,4,74.52
2024-12-04,KK,SKU0073,565,76,375,1,67.8
2025-11-26,KK,SKU0502,414,67,249,2,49.68
2025-06-17,Kuantan,SKU0686,264,66,389,6,31.68
2025-07-27,Kuantan,SKU0015,511,94,314,10,61.32
2024-07-24,Kuantan,SKU0290,48,85,426,8,5.76
2024-12-26,Penang,SKU0224,401,34,333,6,48.12
2025-10-21,Shah Alam,SKU0535,415,68,445,0,49.8
2025-03-03,Ipoh,SKU0493,602,67,289,0,72.24
2024-05-26,KK,SKU0026,50,43,329,0,6.0
2025-11-05,Shah Alam,SKU0631,206,72,315,7,24.72
2024-06-08,Shah Alam,SKU0895,5,99,319,3,0.6
2024-05-25,Johor,SKU0464,89,53,263,7,10.68
2025-05-25,Kuantan,SKU0296,460,42,438,2,55.2
2025-12-21,Kuching,SKU0647,147,72,464,5,17.64
2025-03-02,Penang,SKU0267,161,83,495,3,19.32
2025-02-08,Kuantan,SKU0747,746,51,223,4,89.52
2024-06-27,Johor,SKU0031,695,80,580,9,83.4
2025-05-29,Johor,SKU0849,353,98,520,10,42.36
2024-01-27,Shah Alam,SKU0427,77,84,491,8,9.24
2024-09-26,Shah Alam,SKU0575,741,27,446,3,88.92
2025-03-24,Penang,SKU0237,403,42,279,4,48.36
2025-05-10,Ipoh,SKU0338,130,43,451,4,15.6
2024-08-26,Penang,SKU0140,399,82,535,7,47.88
2024-04-14,Ipoh,SKU0184,189,38,316,3,22.68
2024-04-08,Melaka,SKU0150,327,26,442,9,39.24
2025-08-03,KK,SKU0193,795,43,272,5,95.4
2024-12-12,Johor,SKU0099,87,70,386,0,10.44
2024-10-30,Ipoh,SKU0560,408,42,196,3,48.96
2025-03-12,Shah Alam,SKU0205,595,74,550,5,71.4
2024-06-01,Melaka,SKU0848,475,61,363,4,57.0
2025-11-27,Johor,SKU0929,490,28,390,1,58.8
2025-04-09,Penang,SKU0218,137,20,218,9,16.44
2025-07-04,Kuching,SKU0122,596,31,335,5,71.52
2025-02-24,Kuantan,SKU0949,373,26,347,9,44.76
2024-12-14,Johor,SKU0712,680,85,378,7,81.6
2025-10-26,Ipoh,SKU0904,755,73,354,9,90.6
2024-03-18,Melaka,SKU0634,770,94,405,9,92.4
2024-07-07,Penang,SKU0454,415,27,228,6,49.8
2025-12-27,Ipoh,SKU0282,313,93,544,1,37.56
2025-04-06,Shah Alam,SKU0868,296,50,527,4,35.52
2024-06-07,Kuching,SKU0202,696,52,462,1,83.52
2025-03-16,Kuantan,SKU0873,428,39,200,7,51.36
2025-12-26,Kuching,SKU0480,480,54,229,2,57.6
2025-11-27,Kuching,SKU0149,101,43,210,10,12.12
2025-05-06,Kuantan,SKU0111,733,95,457,1,87.96
2024-01-29,Kuantan,SKU0685,750,93,324,7,90.0
2024-11-30,Johor,SKU0209,106,78,194,10,12.72
2025-07-07,Kuantan,SKU0181,605,66,539,8,72.6
2024-07-29,Kuantan,SKU0335,15,84,270,7,1.8
2024-11-17,Kuantan,SKU0104,24,58,534,5,2.88
2025-10-27,Melaka,SKU0090,222,60,534,3,26.64
2024-08-18,Johor,SKU0689,725,57,513,7,87.0
2025-11-20,Johor,SKU0987,79,97,391,3,9.48
2024-09-24,KK,SKU0953,200,64,485,1,24.0
2024-08-04,Kuantan,SKU0719,367,53,480,10,44.04
2024-11-05,Johor,SKU0519,170,61,409,6,20.4
2025-12-06,Penang,SKU0558,585,38,154,6,70.2
2025-08-06,Kuching,SKU0946,552,37,311,8,66.24
2025-06-08,Kuching,SKU0705,42,42,319,7,5.04
2025-03-03,Johor,SKU0122,690,91,578,9,82.8
2024-03-28,Melaka,SKU0680,659,85,565,2,79.08
2025-09-11,Kuantan,SKU0379,300,96,250,4,36.0
2024-12-12,Johor,SKU0330,254,73,275,3,30.48
2024-04-23,Kuantan,SKU0943,529,75,387,7,63.48
2024-03-24,Melaka,SKU0709,297,69,220,6,35.64
2024-10-06,Kuantan,SKU0846,11,60,275,7,1.32
2025-11-15,Kuantan,SKU0699,20,81,376,7,2.4
2025-12-18,Kuching,SKU0081,130,83,430,0,15.6
2024-09-02,Johor,SKU0428,620,67,256,1,74.4
2024-11-05,Shah Alam,SKU0465,541,96,535,10,64.92
2024-05-23,Melaka,SKU0398,636,77,405,2,76.32
2024-04-01,Melaka,SKU0875,53,54,240,9,6.36
2024-04-18,Melaka,SKU0201,66,98,425,8,7.92
2024-11-17,Melaka,SKU0948,647,77,530,4,77.64
2024-04-29,Penang,SKU0504,264,21,447,5,31.68
2025-04-08,Ipoh,SKU0353,252,35,302,0,30.24
2025-03-20,Johor,SKU0267,400,33,284,3,48.0
2024-02-20,Kuantan,SKU0555,750,54,462,7,90.0
2024-12-10,Kuching,SKU0129,387,81,357,7,46.44
2024-02-28,Kuching,SKU0429,603,100,245,4,72.36
2025-09-23,Ipoh,SKU0133,364,27,327,3,43.68
2024-08-11,Ipoh,SKU0419,693,27,457,5,83.16
2024-07-09,Kuantan,SKU0165,519,86,245,3,62.28
2025-03-13,KK,SKU0153,632,99,461,3,75.84
2025-01-02,Ipoh,SKU0916,316,45,461,9,37.92
2025-04-22,Melaka,SKU0111,621,79,305,8,74.52
2025-12-21,Penang,SKU0371,524,70,242,5,62.88
2024-08-20,KK,SKU0730,662,54,508,6,79.44
2024-06-29,KK,SKU0201,431,71,220,1,51.72
2025-01-14,Kuantan,SKU0473,118,75,501,5,14.16
2024-12-21,Kuantan,SKU0612,775,62,472,4,93.0
2025-03-11,Ipoh,SKU0948,378,26,383,10,45.36
2025-07-05,Melaka,SKU0132,621,53,273,0,74.52
2025-12-21,Penang,SKU0622,587,79,445,5,70.44
2024-10-10,Johor,SKU0334,711,100,428,9,85.32
2024-11-02,Kuantan,SKU0210,717,98,241,4,86.04
2024-09-26,Penang,SKU0919,579,35,171,5,69.48
2025-08-16,Melaka,SKU0259,317,24,360,6,38.04
2025-07-17,Ipoh,SKU0151,318,38,391,4,38.16
2025-01-13,Penang,SKU0034,316,22,503,10,37.92
2024-01-21,Kuantan,SKU0709,496,79,367,4,59.52
2025-01-24,Kuantan,SKU0944,472,75,200,7,56.64
2025-08-07,KK,SKU0809,674,76,340,1,80.88
2025-08-19,Shah Alam,SKU0684,660,20,322,10,79.2
2025-09-28,Kuching,SKU0363,784,32,143,7,94.08
2025-02-21,Johor,SKU0174,233,55,340,0,27.96
